Exch,ExchType,Scripcode,Name,Series,Expiry,CpType,Strikerate,WireCat,ISIN,Fullname,LotSize,AllowedToTrade,QtyLimit,Multiplier,Underlyer,Root,TickSize
N,D,86329,NIFTY 29 Dec 2022 PE 16050.00,XX,29-12-2022 14:30,PE,16050, ,NIFTY,NIFTY 29 Dec 2022 PE 16050.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86330,NIFTY 29 Dec 2022 CE 16100.00,XX,29-12-2022 14:30,CE,16100, ,NIFTY,NIFTY 29 Dec 2022 CE 16100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86331,NIFTY 29 Dec 2022 PE 16100.00,XX,29-12-2022 14:30,PE,16100, ,NIFTY,NIFTY 29 Dec 2022 PE 16100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86332,NIFTY 29 Dec 2022 CE 16150.00,XX,29-12-2022 14:30,CE,16150, ,NIFTY,NIFTY 29 Dec 2022 CE 16150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86333,NIFTY 29 Dec 2022 PE 16150.00,XX,29-12-2022 14:30,PE,16150, ,NIFTY,NIFTY 29 Dec 2022 PE 16150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86334,NIFTY 29 Dec 2022 CE 16200.00,XX,29-12-2022 14:30,CE,16200, ,NIFTY,NIFTY 29 Dec 2022 CE 16200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86335,NIFTY 29 Dec 2022 PE 16200.00,XX,29-12-2022 14:30,PE,16200, ,NIFTY,NIFTY 29 Dec 2022 PE 16200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86336,NIFTY 29 Dec 2022 CE 16250.00,XX,29-12-2022 14:30,CE,16250, ,NIFTY,NIFTY 29 Dec 2022 CE 16250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86337,NIFTY 29 Dec 2022 PE 16250.00,XX,29-12-2022 14:30,PE,16250, ,NIFTY,NIFTY 29 Dec 2022 PE 16250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86338,NIFTY 29 Dec 2022 CE 16300.00,XX,29-12-2022 14:30,CE,16300, ,NIFTY,NIFTY 29 Dec 2022 CE 16300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86339,NIFTY 29 Dec 2022 PE 16300.00,XX,29-12-2022 14:30,PE,16300, ,NIFTY,NIFTY 29 Dec 2022 PE 16300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86340,NIFTY 29 Dec 2022 CE 16350.00,XX,29-12-2022 14:30,CE,16350, ,NIFTY,NIFTY 29 Dec 2022 CE 16350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86341,NIFTY 29 Dec 2022 PE 16350.00,XX,29-12-2022 14:30,PE,16350, ,NIFTY,NIFTY 29 Dec 2022 PE 16350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86342,NIFTY 29 Dec 2022 CE 16400.00,XX,29-12-2022 14:30,CE,16400, ,NIFTY,NIFTY 29 Dec 2022 CE 16400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86343,NIFTY 29 Dec 2022 PE 16400.00,XX,29-12-2022 14:30,PE,16400, ,NIFTY,NIFTY 29 Dec 2022 PE 16400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86344,NIFTY 29 Dec 2022 CE 16450.00,XX,29-12-2022 14:30,CE,16450, ,NIFTY,NIFTY 29 Dec 2022 CE 16450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86345,NIFTY 29 Dec 2022 PE 16450.00,XX,29-12-2022 14:30,PE,16450, ,NIFTY,NIFTY 29 Dec 2022 PE 16450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86346,NIFTY 29 Dec 2022 CE 16550.00,XX,29-12-2022 14:30,CE,16550, ,NIFTY,NIFTY 29 Dec 2022 CE 16550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86347,NIFTY 29 Dec 2022 PE 16550.00,XX,29-12-2022 14:30,PE,16550, ,NIFTY,NIFTY 29 Dec 2022 PE 16550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86348,NIFTY 29 Dec 2022 CE 16600.00,XX,29-12-2022 14:30,CE,16600, ,NIFTY,NIFTY 29 Dec 2022 CE 16600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86349,NIFTY 29 Dec 2022 PE 16600.00,XX,29-12-2022 14:30,PE,16600, ,NIFTY,NIFTY 29 Dec 2022 PE 16600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86350,NIFTY 29 Dec 2022 CE 16650.00,XX,29-12-2022 14:30,CE,16650, ,NIFTY,NIFTY 29 Dec 2022 CE 16650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86351,NIFTY 29 Dec 2022 PE 16650.00,XX,29-12-2022 14:30,PE,16650, ,NIFTY,NIFTY 29 Dec 2022 PE 16650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86352,NIFTY 29 Dec 2022 CE 16700.00,XX,29-12-2022 14:30,CE,16700, ,NIFTY,NIFTY 29 Dec 2022 CE 16700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86353,NIFTY 29 Dec 2022 PE 16700.00,XX,29-12-2022 14:30,PE,16700, ,NIFTY,NIFTY 29 Dec 2022 PE 16700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86354,NIFTY 29 Dec 2022 CE 16750.00,XX,29-12-2022 14:30,CE,16750, ,NIFTY,NIFTY 29 Dec 2022 CE 16750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86355,NIFTY 29 Dec 2022 PE 16750.00,XX,29-12-2022 14:30,PE,16750, ,NIFTY,NIFTY 29 Dec 2022 PE 16750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86356,NIFTY 29 Dec 2022 CE 16800.00,XX,29-12-2022 14:30,CE,16800, ,NIFTY,NIFTY 29 Dec 2022 CE 16800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86357,NIFTY 29 Dec 2022 PE 16800.00,XX,29-12-2022 14:30,PE,16800, ,NIFTY,NIFTY 29 Dec 2022 PE 16800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86358,NIFTY 29 Dec 2022 CE 16850.00,XX,29-12-2022 14:30,CE,16850, ,NIFTY,NIFTY 29 Dec 2022 CE 16850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86359,NIFTY 29 Dec 2022 PE 16850.00,XX,29-12-2022 14:30,PE,16850, ,NIFTY,NIFTY 29 Dec 2022 PE 16850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86360,NIFTY 29 Dec 2022 CE 16900.00,XX,29-12-2022 14:30,CE,16900, ,NIFTY,NIFTY 29 Dec 2022 CE 16900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86361,NIFTY 29 Dec 2022 PE 16900.00,XX,29-12-2022 14:30,PE,16900, ,NIFTY,NIFTY 29 Dec 2022 PE 16900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86362,NIFTY 29 Dec 2022 CE 16950.00,XX,29-12-2022 14:30,CE,16950, ,NIFTY,NIFTY 29 Dec 2022 CE 16950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86363,NIFTY 29 Dec 2022 PE 16950.00,XX,29-12-2022 14:30,PE,16950, ,NIFTY,NIFTY 29 Dec 2022 PE 16950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86364,NIFTY 29 Dec 2022 CE 17050.00,XX,29-12-2022 14:30,CE,17050, ,NIFTY,NIFTY 29 Dec 2022 CE 17050.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86365,NIFTY 29 Dec 2022 PE 17050.00,XX,29-12-2022 14:30,PE,17050, ,NIFTY,NIFTY 29 Dec 2022 PE 17050.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86366,NIFTY 29 Dec 2022 CE 17100.00,XX,29-12-2022 14:30,CE,17100, ,NIFTY,NIFTY 29 Dec 2022 CE 17100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86367,NIFTY 29 Dec 2022 PE 17100.00,XX,29-12-2022 14:30,PE,17100, ,NIFTY,NIFTY 29 Dec 2022 PE 17100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86368,NIFTY 29 Dec 2022 CE 17150.00,XX,29-12-2022 14:30,CE,17150, ,NIFTY,NIFTY 29 Dec 2022 CE 17150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86369,NIFTY 29 Dec 2022 PE 17150.00,XX,29-12-2022 14:30,PE,17150, ,NIFTY,NIFTY 29 Dec 2022 PE 17150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86370,NIFTY 29 Dec 2022 CE 17200.00,XX,29-12-2022 14:30,CE,17200, ,NIFTY,NIFTY 29 Dec 2022 CE 17200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86371,NIFTY 29 Dec 2022 PE 17200.00,XX,29-12-2022 14:30,PE,17200, ,NIFTY,NIFTY 29 Dec 2022 PE 17200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86372,NIFTY 29 Dec 2022 CE 17250.00,XX,29-12-2022 14:30,CE,17250, ,NIFTY,NIFTY 29 Dec 2022 CE 17250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86373,NIFTY 29 Dec 2022 PE 17250.00,XX,29-12-2022 14:30,PE,17250, ,NIFTY,NIFTY 29 Dec 2022 PE 17250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86374,NIFTY 29 Dec 2022 CE 17300.00,XX,29-12-2022 14:30,CE,17300, ,NIFTY,NIFTY 29 Dec 2022 CE 17300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86375,NIFTY 29 Dec 2022 PE 17300.00,XX,29-12-2022 14:30,PE,17300, ,NIFTY,NIFTY 29 Dec 2022 PE 17300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86376,NIFTY 29 Dec 2022 CE 17350.00,XX,29-12-2022 14:30,CE,17350, ,NIFTY,NIFTY 29 Dec 2022 CE 17350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86377,NIFTY 29 Dec 2022 PE 17350.00,XX,29-12-2022 14:30,PE,17350, ,NIFTY,NIFTY 29 Dec 2022 PE 17350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86378,NIFTY 29 Dec 2022 CE 17400.00,XX,29-12-2022 14:30,CE,17400, ,NIFTY,NIFTY 29 Dec 2022 CE 17400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86379,NIFTY 29 Dec 2022 PE 17400.00,XX,29-12-2022 14:30,PE,17400, ,NIFTY,NIFTY 29 Dec 2022 PE 17400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86380,NIFTY 29 Dec 2022 CE 17450.00,XX,29-12-2022 14:30,CE,17450, ,NIFTY,NIFTY 29 Dec 2022 CE 17450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86381,NIFTY 29 Dec 2022 PE 17450.00,XX,29-12-2022 14:30,PE,17450, ,NIFTY,NIFTY 29 Dec 2022 PE 17450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86382,NIFTY 29 Dec 2022 CE 17550.00,XX,29-12-2022 14:30,CE,17550, ,NIFTY,NIFTY 29 Dec 2022 CE 17550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86383,NIFTY 29 Dec 2022 PE 17550.00,XX,29-12-2022 14:30,PE,17550, ,NIFTY,NIFTY 29 Dec 2022 PE 17550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86384,NIFTY 29 Dec 2022 CE 17600.00,XX,29-12-2022 14:30,CE,17600, ,NIFTY,NIFTY 29 Dec 2022 CE 17600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86385,NIFTY 29 Dec 2022 PE 17600.00,XX,29-12-2022 14:30,PE,17600, ,NIFTY,NIFTY 29 Dec 2022 PE 17600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86386,NIFTY 29 Dec 2022 CE 17650.00,XX,29-12-2022 14:30,CE,17650, ,NIFTY,NIFTY 29 Dec 2022 CE 17650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86387,NIFTY 29 Dec 2022 PE 17650.00,XX,29-12-2022 14:30,PE,17650, ,NIFTY,NIFTY 29 Dec 2022 PE 17650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86388,NIFTY 29 Dec 2022 CE 17700.00,XX,29-12-2022 14:30,CE,17700, ,NIFTY,NIFTY 29 Dec 2022 CE 17700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86389,NIFTY 29 Dec 2022 PE 17700.00,XX,29-12-2022 14:30,PE,17700, ,NIFTY,NIFTY 29 Dec 2022 PE 17700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86390,NIFTY 29 Dec 2022 CE 17750.00,XX,29-12-2022 14:30,CE,17750, ,NIFTY,NIFTY 29 Dec 2022 CE 17750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86391,NIFTY 29 Dec 2022 PE 17750.00,XX,29-12-2022 14:30,PE,17750, ,NIFTY,NIFTY 29 Dec 2022 PE 17750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86392,NIFTY 29 Dec 2022 CE 17800.00,XX,29-12-2022 14:30,CE,17800, ,NIFTY,NIFTY 29 Dec 2022 CE 17800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86393,NIFTY 29 Dec 2022 PE 17800.00,XX,29-12-2022 14:30,PE,17800, ,NIFTY,NIFTY 29 Dec 2022 PE 17800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86394,NIFTY 29 Dec 2022 CE 17850.00,XX,29-12-2022 14:30,CE,17850, ,NIFTY,NIFTY 29 Dec 2022 CE 17850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86395,NIFTY 29 Dec 2022 PE 17850.00,XX,29-12-2022 14:30,PE,17850, ,NIFTY,NIFTY 29 Dec 2022 PE 17850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86396,NIFTY 29 Dec 2022 CE 17900.00,XX,29-12-2022 14:30,CE,17900, ,NIFTY,NIFTY 29 Dec 2022 CE 17900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86397,NIFTY 29 Dec 2022 PE 17900.00,XX,29-12-2022 14:30,PE,17900, ,NIFTY,NIFTY 29 Dec 2022 PE 17900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86398,NIFTY 29 Dec 2022 CE 17950.00,XX,29-12-2022 14:30,CE,17950, ,NIFTY,NIFTY 29 Dec 2022 CE 17950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86399,NIFTY 29 Dec 2022 PE 17950.00,XX,29-12-2022 14:30,PE,17950, ,NIFTY,NIFTY 29 Dec 2022 PE 17950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86400,NIFTY 29 Dec 2022 CE 18050.00,XX,29-12-2022 14:30,CE,18050, ,NIFTY,NIFTY 29 Dec 2022 CE 18050.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86401,NIFTY 29 Dec 2022 PE 18050.00,XX,29-12-2022 14:30,PE,18050, ,NIFTY,NIFTY 29 Dec 2022 PE 18050.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86402,NIFTY 29 Dec 2022 CE 18100.00,XX,29-12-2022 14:30,CE,18100, ,NIFTY,NIFTY 29 Dec 2022 CE 18100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86403,NIFTY 29 Dec 2022 PE 18100.00,XX,29-12-2022 14:30,PE,18100, ,NIFTY,NIFTY 29 Dec 2022 PE 18100.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86404,NIFTY 29 Dec 2022 CE 18150.00,XX,29-12-2022 14:30,CE,18150, ,NIFTY,NIFTY 29 Dec 2022 CE 18150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86405,NIFTY 29 Dec 2022 PE 18150.00,XX,29-12-2022 14:30,PE,18150, ,NIFTY,NIFTY 29 Dec 2022 PE 18150.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86406,NIFTY 29 Dec 2022 CE 18200.00,XX,29-12-2022 14:30,CE,18200, ,NIFTY,NIFTY 29 Dec 2022 CE 18200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86407,NIFTY 29 Dec 2022 PE 18200.00,XX,29-12-2022 14:30,PE,18200, ,NIFTY,NIFTY 29 Dec 2022 PE 18200.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86408,NIFTY 29 Dec 2022 CE 18250.00,XX,29-12-2022 14:30,CE,18250, ,NIFTY,NIFTY 29 Dec 2022 CE 18250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86409,NIFTY 29 Dec 2022 PE 18250.00,XX,29-12-2022 14:30,PE,18250, ,NIFTY,NIFTY 29 Dec 2022 PE 18250.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86410,NIFTY 29 Dec 2022 CE 18300.00,XX,29-12-2022 14:30,CE,18300, ,NIFTY,NIFTY 29 Dec 2022 CE 18300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86411,NIFTY 29 Dec 2022 PE 18300.00,XX,29-12-2022 14:30,PE,18300, ,NIFTY,NIFTY 29 Dec 2022 PE 18300.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86412,NIFTY 29 Dec 2022 CE 18350.00,XX,29-12-2022 14:30,CE,18350, ,NIFTY,NIFTY 29 Dec 2022 CE 18350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86413,NIFTY 29 Dec 2022 PE 18350.00,XX,29-12-2022 14:30,PE,18350, ,NIFTY,NIFTY 29 Dec 2022 PE 18350.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86414,NIFTY 29 Dec 2022 CE 18400.00,XX,29-12-2022 14:30,CE,18400, ,NIFTY,NIFTY 29 Dec 2022 CE 18400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86415,NIFTY 29 Dec 2022 PE 18400.00,XX,29-12-2022 14:30,PE,18400, ,NIFTY,NIFTY 29 Dec 2022 PE 18400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86416,NIFTY 29 Dec 2022 CE 18450.00,XX,29-12-2022 14:30,CE,18450, ,NIFTY,NIFTY 29 Dec 2022 CE 18450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86417,NIFTY 29 Dec 2022 PE 18450.00,XX,29-12-2022 14:30,PE,18450, ,NIFTY,NIFTY 29 Dec 2022 PE 18450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86418,NIFTY 29 Dec 2022 CE 18550.00,XX,29-12-2022 14:30,CE,18550, ,NIFTY,NIFTY 29 Dec 2022 CE 18550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86419,NIFTY 29 Dec 2022 PE 18550.00,XX,29-12-2022 14:30,PE,18550, ,NIFTY,NIFTY 29 Dec 2022 PE 18550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86448,NIFTY 29 Dec 2022 CE 18600.00,XX,29-12-2022 14:30,CE,18600, ,NIFTY,NIFTY 29 Dec 2022 CE 18600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86449,NIFTY 29 Dec 2022 PE 18600.00,XX,29-12-2022 14:30,PE,18600, ,NIFTY,NIFTY 29 Dec 2022 PE 18600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86474,NIFTY 29 Dec 2022 CE 18650.00,XX,29-12-2022 14:30,CE,18650, ,NIFTY,NIFTY 29 Dec 2022 CE 18650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86475,NIFTY 29 Dec 2022 PE 18650.00,XX,29-12-2022 14:30,PE,18650, ,NIFTY,NIFTY 29 Dec 2022 PE 18650.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86476,NIFTY 29 Dec 2022 CE 18700.00,XX,29-12-2022 14:30,CE,18700, ,NIFTY,NIFTY 29 Dec 2022 CE 18700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86477,NIFTY 29 Dec 2022 PE 18700.00,XX,29-12-2022 14:30,PE,18700, ,NIFTY,NIFTY 29 Dec 2022 PE 18700.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86478,NIFTY 29 Dec 2022 CE 18750.00,XX,29-12-2022 14:30,CE,18750, ,NIFTY,NIFTY 29 Dec 2022 CE 18750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86479,NIFTY 29 Dec 2022 PE 18750.00,XX,29-12-2022 14:30,PE,18750, ,NIFTY,NIFTY 29 Dec 2022 PE 18750.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86480,NIFTY 29 Dec 2022 CE 18800.00,XX,29-12-2022 14:30,CE,18800, ,NIFTY,NIFTY 29 Dec 2022 CE 18800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86481,NIFTY 29 Dec 2022 PE 18800.00,XX,29-12-2022 14:30,PE,18800, ,NIFTY,NIFTY 29 Dec 2022 PE 18800.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86482,NIFTY 29 Dec 2022 CE 18850.00,XX,29-12-2022 14:30,CE,18850, ,NIFTY,NIFTY 29 Dec 2022 CE 18850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86483,NIFTY 29 Dec 2022 PE 18850.00,XX,29-12-2022 14:30,PE,18850, ,NIFTY,NIFTY 29 Dec 2022 PE 18850.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86484,NIFTY 29 Dec 2022 CE 18900.00,XX,29-12-2022 14:30,CE,18900, ,NIFTY,NIFTY 29 Dec 2022 CE 18900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86485,NIFTY 29 Dec 2022 PE 18900.00,XX,29-12-2022 14:30,PE,18900, ,NIFTY,NIFTY 29 Dec 2022 PE 18900.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86486,NIFTY 29 Dec 2022 CE 18950.00,XX,29-12-2022 14:30,CE,18950, ,NIFTY,NIFTY 29 Dec 2022 CE 18950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86487,NIFTY 29 Dec 2022 PE 18950.00,XX,29-12-2022 14:30,PE,18950, ,NIFTY,NIFTY 29 Dec 2022 PE 18950.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86568,NIFTY 29 Dec 2022 PE 19400.00,XX,29-12-2022 14:30,PE,19400, ,NIFTY,NIFTY 29 Dec 2022 PE 19400.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86582,NIFTY 29 Dec 2022 CE 19450.00,XX,29-12-2022 14:30,CE,19450, ,NIFTY,NIFTY 29 Dec 2022 CE 19450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86583,NIFTY 29 Dec 2022 PE 19450.00,XX,29-12-2022 14:30,PE,19450, ,NIFTY,NIFTY 29 Dec 2022 PE 19450.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86584,NIFTY 29 Dec 2022 PE 19500.00,XX,29-12-2022 14:30,PE,19500, ,NIFTY,NIFTY 29 Dec 2022 PE 19500.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86585,NIFTY 29 Dec 2022 CE 19550.00,XX,29-12-2022 14:30,CE,19550, ,NIFTY,NIFTY 29 Dec 2022 CE 19550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86640,NIFTY 29 Dec 2022 PE 19550.00,XX,29-12-2022 14:30,PE,19550, ,NIFTY,NIFTY 29 Dec 2022 PE 19550.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86641,NIFTY 29 Dec 2022 CE 19600.00,XX,29-12-2022 14:30,CE,19600, ,NIFTY,NIFTY 29 Dec 2022 CE 19600.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,86811,NIFTY 28 Sep 2023 PE 14000.00,XX,28-09-2023 14:30,PE,14000, ,NIFTY,NIFTY 28 Sep 2023 PE 14000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86812,NIFTY 28 Sep 2023 CE 15000.00,XX,28-09-2023 14:30,CE,15000, ,NIFTY,NIFTY 28 Sep 2023 CE 15000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86813,NIFTY 28 Sep 2023 PE 15000.00,XX,28-09-2023 14:30,PE,15000, ,NIFTY,NIFTY 28 Sep 2023 PE 15000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86814,NIFTY 28 Sep 2023 CE 16000.00,XX,28-09-2023 14:30,CE,16000, ,NIFTY,NIFTY 28 Sep 2023 CE 16000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86830,NIFTY 28 Sep 2023 PE 16000.00,XX,28-09-2023 14:30,PE,16000, ,NIFTY,NIFTY 28 Sep 2023 PE 16000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86831,NIFTY 28 Sep 2023 CE 17000.00,XX,28-09-2023 14:30,CE,17000, ,NIFTY,NIFTY 28 Sep 2023 CE 17000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86832,NIFTY 28 Sep 2023 PE 17000.00,XX,28-09-2023 14:30,PE,17000, ,NIFTY,NIFTY 28 Sep 2023 PE 17000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86833,NIFTY 28 Sep 2023 CE 18000.00,XX,28-09-2023 14:30,CE,18000, ,NIFTY,NIFTY 28 Sep 2023 CE 18000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86838,NIFTY 28 Sep 2023 PE 18000.00,XX,28-09-2023 14:30,PE,18000, ,NIFTY,NIFTY 28 Sep 2023 PE 18000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86839,NIFTY 28 Sep 2023 CE 19000.00,XX,28-09-2023 14:30,CE,19000, ,NIFTY,NIFTY 28 Sep 2023 CE 19000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86840,NIFTY 28 Sep 2023 PE 19000.00,XX,28-09-2023 14:30,PE,19000, ,NIFTY,NIFTY 28 Sep 2023 PE 19000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86841,NIFTY 28 Sep 2023 CE 20000.00,XX,28-09-2023 14:30,CE,20000, ,NIFTY,NIFTY 28 Sep 2023 CE 20000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
N,D,86842,NIFTY 28 Sep 2023 PE 20000.00,XX,28-09-2023 14:30,PE,20000, ,NIFTY,NIFTY 28 Sep 2023 PE 20000.00,50,Y,2800,1,28-Sep-23,NIFTY,0.05
